primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name,view_primary_key
3360,DC_HTEC_ALLOCATED,VIEW,SALES_LEVEL_3,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,81
3361,DC_HTEC_ALLOCATED,VIEW,TOTAL_REV_AT_LINE,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,81
3362,DC_HTEC_ALLOCATED,VIEW,CONTRACTS_TO_REVIEW,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,81
3363,DC_HTEC_ALLOCATED,VIEW,ALLOCATED_REVENUE,FLOAT,COLUMN,N,CPS_DSCI_BR,81
3364,DC_HTEC_ALLOCATED,VIEW,ALLOCATION,"NUMBER(3,2)",COLUMN,N,CPS_DSCI_BR,81
3365,DC_HTEC_ALLOCATED,VIEW,MX_AM_REVENUE_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,81
3366,DC_HTEC_ALLOCATED,VIEW,ALLOCATION_USED,FLOAT,COLUMN,N,CPS_DSCI_BR,81
3367,DC_HTEC_ALLOCATED,VIEW,FINANCE_SUB_GROUP_OR_CONTRACT_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,81
3368,DC_HTEC_ALLOCATED,VIEW,FISCAL_QUARTER_ID,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,81
3369,DC_HTEC_ALLOCATED,VIEW,AM_COST,FLOAT,COLUMN,N,CPS_DSCI_BR,81
3370,DC_HTEC_ALLOCATED,VIEW,QUOTE_COST,FLOAT,COLUMN,N,CPS_DSCI_BR,81
3371,DC_HTEC_ALLOCATED,VIEW,COUNT_QUOTES_IN_DATA,"NUMBER(18,0)",COLUMN,N,CPS_DSCI_BR,81
3372,DC_HTEC_ALLOCATED,VIEW,AM_COST_V_QUOTE_COST_RATIO,FLOAT,COLUMN,N,CPS_DSCI_BR,81
3373,DC_HTEC_ALLOCATED,VIEW,QUOTES_IN_DATA,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,81
3374,DC_HTEC_ALLOCATED,VIEW,LAST_DAY_OF_QUARTER,DATE,COLUMN,N,CPS_DSCI_BR,81
3375,DC_METRICS_ALLOCATIONS,VIEW,BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,82
3376,DC_METRICS_ALLOCATIONS,VIEW,DATE,DATE,COLUMN,N,CPS_DSCI_BR,82
3377,DC_METRICS_ALLOCATIONS,VIEW,FISCAL_MTH_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,82
3378,DC_METRICS_ALLOCATIONS,VIEW,FISCAL_QTR_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,82
3379,DC_METRICS_ALLOCATIONS,VIEW,FISCAL_WEEK_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,82
3380,DC_METRICS_ALLOCATIONS,VIEW,FISCAL_YEAR_NUMBER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,82
3381,DC_METRICS_ALLOCATIONS,VIEW,PRORATED_REVENUE,FLOAT,COLUMN,N,CPS_DSCI_BR,82
3382,DC_METRICS_ALLOCATIONS,VIEW,PRORATED_COSTS,FLOAT,COLUMN,N,CPS_DSCI_BR,82
3383,DC_METRICS_ALLOCATIONS,VIEW,PRORATED_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR,82
3384,DC_METRICS_ALLOCATIONS,VIEW,DAILY_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,82
3385,DC_METRICS_ALLOCATIONS,VIEW,DAYS_IN_WINDOW,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR,82
3386,DC_METRICS_ALLOCATIONS,VIEW,ALLOCATION_FTE_SW_RATIO,FLOAT,COLUMN,N,CPS_DSCI_BR,82
3387,DC_METRICS_ALLOCATIONS,VIEW,ALLOCATION_FTE_HW_RATIO,FLOAT,COLUMN,N,CPS_DSCI_BR,82
3388,DC_METRICS_BOOKED_ALLOCATION_NEW,VIEW,WINDOW,VARCHAR(14),COLUMN,N,CPS_DSCI_BR,83
3389,DC_METRICS_BOOKED_ALLOCATION_NEW,VIEW,TIME_VALUE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,83
3390,DC_METRICS_BOOKED_ALLOCATION_NEW,VIEW,WA_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,83
3391,DC_METRICS_BOOKED_ALLOCATION_NEW,VIEW,ALLOCATION_FTE_SW_RATIO,FLOAT,COLUMN,N,CPS_DSCI_BR,83
3392,DC_METRICS_BOOKED_ALLOCATION_NEW,VIEW,ALLOCATION_FTE_HW_RATIO,FLOAT,COLUMN,N,CPS_DSCI_BR,83
3393,DC_METRICS_BOOKED_ALLOCATION_NEW,VIEW,BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,83
3394,DC_METRICS_BOOKED_ALLOCATION_NEW,VIEW,WA_ALLOCATION_SW,FLOAT,COLUMN,N,CPS_DSCI_BR,83
3395,DC_METRICS_BOOKED_ALLOCATION_NEW,VIEW,WA_ALLOCATION_HW,FLOAT,COLUMN,N,CPS_DSCI_BR,83
3396,DC_METRICS_BOOKING_FEATURES,VIEW,BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,84
3397,DC_METRICS_BOOKING_FEATURES,VIEW,SOLD_AS_SERVICE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,84
3398,DC_METRICS_BOOKING_FEATURES,VIEW,BUYING_PROGRAM_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,84
3399,DC_METRICS_BOOKING_FEATURES,VIEW,PRICING_MODEL_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,84
3400,DC_METRICS_BOOKING_FEATURES,VIEW,BOOKING_COUNTRY,VARCHAR(100),COLUMN,N,CPS_DSCI_BR,84
3401,DC_METRICS_BOOKING_FEATURES,VIEW,BOOKED_THEATER,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,84
3402,DC_METRICS_BOOKING_FEATURES,VIEW,BOOKED_SAV_1,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,84
3403,DC_METRICS_BOOKING_FEATURES,VIEW,BOOKED_SAV_2,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,84
3404,DC_METRICS_BOOKING_FEATURES,VIEW,BOOKED_SAV_3,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,84
3405,DC_METRICS_BOOKING_FEATURES,VIEW,ACCOUNT_NAME,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,84
3406,DC_METRICS_BOOKING_FEATURES,VIEW,AGREEMENT_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR,84
3407,DC_METRICS_BOOKING_FEATURES,VIEW,AGREEMENT_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR,84
3408,DC_METRICS_BOOKING_FEATURES,VIEW,SOURCED_QUOTE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,84
3409,DC_METRICS_BOOKING_FEATURES,VIEW,SOURCED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,84
3410,DC_METRICS_BOOKING_FEATURES,VIEW,TOTAL_BOOKED_REVENUE_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,84
3411,DC_METRICS_BOOKING_FEATURES,VIEW,TOTAL_BOOKED_COST_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,84
3412,DC_METRICS_BOOKING_FEATURES,VIEW,SOURCE_OF_ALLOCATION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,84
3413,DC_METRICS_BOOKING_FEATURES,VIEW,DERIVED_NEW_RENEW,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,84
3414,DC_METRICS_BOOKING_FEATURES,VIEW,DERIVED_BOOK_DATE,DATE,COLUMN,N,CPS_DSCI_BR,84
3415,DC_METRICS_BOOKING_FEATURES,VIEW,BOOKING_CONTRACT_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,84
3416,DC_METRICS_BOOKING_FEATURES,VIEW,LIVE_DERIVED_CONTRACT_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,84
3417,DC_METRICS_BOOKING_FEATURES,VIEW,BOOKING_SPLIT_TO_SW_RULE,FLOAT,COLUMN,N,CPS_DSCI_BR,84
3418,DC_METRICS_BOOKING_FEATURES,VIEW,BOOKING_SPLIT_TO_HW_RULE,FLOAT,COLUMN,N,CPS_DSCI_BR,84
3419,DC_METRICS_BOOKING_FEATURES,VIEW,CLAIMED_AND_MANAGED_BY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,84
3420,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,85
3421,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,SOLD_AS_SERVICE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,85
3422,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BUYING_PROGRAM_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,85
3423,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,PRICING_MODEL_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,85
3424,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BOOKING_COUNTRY,VARCHAR(100),COLUMN,N,CPS_DSCI_BR,85
3425,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BOOKED_THEATER,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,85
3426,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BOOKED_SAV_1,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,85
3427,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BOOKED_SAV_2,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,85
3428,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BOOKED_SAV_3,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,85
3429,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,ACCOUNT_NAME,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,85
3430,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,AGREEMENT_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR,85
3431,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,AGREEMENT_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR,85
3432,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,SOURCED_QUOTE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,85
3433,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,SOURCED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,85
3434,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,TOTAL_BOOKED_REVENUE_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,85
3435,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,TOTAL_BOOKED_COST_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,85
3436,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,SOURCE_OF_ALLOCATION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,85
3437,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,DERIVED_NEW_RENEW,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,85
3438,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,DERIVED_BOOK_DATE,DATE,COLUMN,N,CPS_DSCI_BR,85
3439,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BOOKING_CONTRACT_TYPE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,85
3440,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,LIVE_DERIVED_CONTRACT_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,85
3441,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BOOKING_SPLIT_TO_SW_RULE,FLOAT,COLUMN,N,CPS_DSCI_BR,85
3442,DC_METRICS_BOOKING_FEATURES_TEST,VIEW,BOOKING_SPLIT_TO_HW_RULE,FLOAT,COLUMN,N,CPS_DSCI_BR,85
3443,DC_METRICS_BOOKING_STATUS_OVER_TIME,VIEW,FISCAL_QTR_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,86
3444,DC_METRICS_BOOKING_STATUS_OVER_TIME,VIEW,CONTRACT_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,86
3445,DC_METRICS_BOOKING_STATUS_OVER_TIME,VIEW,COUNT(DISTINCT BOOKING_CONTRACT),"NUMBER(18,0)",COLUMN,N,CPS_DSCI_BR,86
3446,DC_METRICS_CONTRACT_STATUS_DAILY,VIEW,DATE,DATE,COLUMN,N,CPS_DSCI_BR,87
3447,DC_METRICS_CONTRACT_STATUS_DAILY,VIEW,BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,87
3448,DC_METRICS_CONTRACT_STATUS_DAILY,VIEW,FISCAL_WEEK_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,87
3449,DC_METRICS_CONTRACT_STATUS_DAILY,VIEW,FISCAL_MTH_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,87
3450,DC_METRICS_CONTRACT_STATUS_DAILY,VIEW,FISCAL_QTR_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,87
3451,DC_METRICS_CONTRACT_STATUS_DAILY,VIEW,FISCAL_YEAR_NUMBER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,87
3452,DC_METRICS_CONTRACT_STATUS_DAILY,VIEW,CONTRACT_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,87
3453,DC_METRICS_DAILY_ALLOCATIONS,VIEW,SOLD_AS_SERVICE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,88
3454,DC_METRICS_DAILY_ALLOCATIONS,VIEW,BUYING_PROGRAM_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,88
3455,DC_METRICS_DAILY_ALLOCATIONS,VIEW,PRICING_MODEL_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,88
3456,DC_METRICS_DAILY_ALLOCATIONS,VIEW,BOOKING_COUNTRY,VARCHAR(100),COLUMN,N,CPS_DSCI_BR,88
3457,DC_METRICS_DAILY_ALLOCATIONS,VIEW,DATE,DATE,COLUMN,N,CPS_DSCI_BR,88
3458,DC_METRICS_DAILY_ALLOCATIONS,VIEW,FISCAL_MTH_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,88
3459,DC_METRICS_DAILY_ALLOCATIONS,VIEW,FISCAL_QTR_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,88
3460,DC_METRICS_DAILY_ALLOCATIONS,VIEW,FISCAL_WEEK_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,88
3461,DC_METRICS_DAILY_ALLOCATIONS,VIEW,FISCAL_YEAR_NUMBER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,88
3462,DC_METRICS_DAILY_ALLOCATIONS,VIEW,BOOKED_THEATER,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,88
3463,DC_METRICS_DAILY_ALLOCATIONS,VIEW,BOOKED_SAV_1,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,88
3464,DC_METRICS_DAILY_ALLOCATIONS,VIEW,BOOKED_SAV_2,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,88
3465,DC_METRICS_DAILY_ALLOCATIONS,VIEW,BOOKED_SAV_3,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,88
3466,DC_METRICS_DAILY_ALLOCATIONS,VIEW,BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,88
3467,DC_METRICS_DAILY_ALLOCATIONS,VIEW,ACCOUNT_NAME,VARCHAR(1000),COLUMN,N,CPS_DSCI_BR,88
3468,DC_METRICS_DAILY_ALLOCATIONS,VIEW,AGREEMENT_START_DATE,DATE,COLUMN,N,CPS_DSCI_BR,88
3469,DC_METRICS_DAILY_ALLOCATIONS,VIEW,AGREEMENT_END_DATE,DATE,COLUMN,N,CPS_DSCI_BR,88
3470,DC_METRICS_DAILY_ALLOCATIONS,VIEW,PRORATED_REVENUE,FLOAT,COLUMN,N,CPS_DSCI_BR,88
3471,DC_METRICS_DAILY_ALLOCATIONS,VIEW,PRORATED_COSTS,FLOAT,COLUMN,N,CPS_DSCI_BR,88
3472,DC_METRICS_DAILY_ALLOCATIONS,VIEW,PRORATED_HOURS,FLOAT,COLUMN,N,CPS_DSCI_BR,88
3473,DC_METRICS_DAILY_ALLOCATIONS,VIEW,DAILY_THEORETICAL_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,88
3474,DC_METRICS_DAILY_ALLOCATIONS,VIEW,PRORATED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,88
3475,DC_METRICS_DAILY_ALLOCATIONS,VIEW,SOURCED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,88
3476,DC_METRICS_DAILY_ALLOCATIONS,VIEW,DAYS_IN_WINDOW,"NUMBER(30,0)",COLUMN,N,CPS_DSCI_BR,88
3477,DC_METRICS_DAILY_ALLOCATIONS,VIEW,SOURCED_QUOTE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,88
3478,DC_METRICS_DAILY_ALLOCATIONS,VIEW,SOURCE_OF_ALLOCATION,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,88
3479,DC_METRICS_DAILY_ALLOCATIONS,VIEW,DERIVED_NEW_RENEW,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,88
3480,DC_METRICS_DAILY_ALLOCATIONS,VIEW,BOOKED_DATE,DATE,COLUMN,N,CPS_DSCI_BR,88
3481,DC_METRICS_DELIVERED_AS,VIEW,BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,89
3482,DC_METRICS_DELIVERED_AS,VIEW,LEVEL6_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,89
3483,DC_METRICS_DELIVERED_AS,VIEW,LEVEL7_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,89
3484,DC_METRICS_DELIVERED_AS,VIEW,LEVEL8_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,89
3485,DC_METRICS_DELIVERED_AS,VIEW,EMP_CCO_ID_MASKED,VARCHAR(50),COLUMN,N,CPS_DSCI_BR,89
3486,DC_METRICS_DELIVERED_AS,VIEW,EMP_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,89
3487,DC_METRICS_DELIVERED_AS,VIEW,EMP_COUNTRY,VARCHAR(3),COLUMN,N,CPS_DSCI_BR,89
3488,DC_METRICS_DELIVERED_AS,VIEW,MGR_EMIAL,VARCHAR(60),COLUMN,N,CPS_DSCI_BR,89
3489,DC_METRICS_DELIVERED_AS,VIEW,MGR_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,89
3490,DC_METRICS_DELIVERED_AS,VIEW,DELIVERED_THEATER,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,89
3491,DC_METRICS_DELIVERED_AS,VIEW,DC_SEGMENT,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,89
3492,DC_METRICS_DELIVERED_AS,VIEW,RU_SW_SUBALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,89
3493,DC_METRICS_DELIVERED_AS,VIEW,RU_HW_SUBALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,89
3494,DC_METRICS_DELIVERED_AS,VIEW,BOOKING_SPLIT_TO_HW,FLOAT,COLUMN,N,CPS_DSCI_BR,89
3495,DC_METRICS_DELIVERED_AS,VIEW,BOOKING_SPLIT_TO_SW,FLOAT,COLUMN,N,CPS_DSCI_BR,89
3496,DC_METRICS_DELIVERED_AS,VIEW,TOTAL_SOURCED_ALLOCATION_OF_BOOKING,FLOAT,COLUMN,N,CPS_DSCI_BR,89
3497,DC_METRICS_DELIVERED_AS,VIEW,RU_SW_SHARE_BOOKED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,89
3498,DC_METRICS_DELIVERED_AS,VIEW,RU_HW_SHARE_BOOKED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,89
3499,DC_METRICS_DELIVERED_AS,VIEW,RU_TOTAL_SHARE_BOOKED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,89
3500,DC_METRICS_DELIVERED_AS,VIEW,BOOKINGS_ROLE,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,89
3501,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,IS_PRIMARY,VARCHAR(3),COLUMN,N,CPS_DSCI_BR,90
3502,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,HAS_ALLOCATION,VARCHAR(3),COLUMN,N,CPS_DSCI_BR,90
3503,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,IS_CAM,VARCHAR(3),COLUMN,N,CPS_DSCI_BR,90
3504,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,LEVEL5_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,90
3505,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,LEVEL6_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,90
3506,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,LEVEL7_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,90
3507,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,LEVEL8_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,90
3508,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,LEVEL9_CISCO_WORKER_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,90
3509,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,DC_USER_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,90
3510,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,MGR_EMIAL,VARCHAR(60),COLUMN,N,CPS_DSCI_BR,90
3511,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,EMP_COUNTRY,VARCHAR(3),COLUMN,N,CPS_DSCI_BR,90
3512,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,EMP_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,90
3513,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,MGR_NAME,VARCHAR(360),COLUMN,N,CPS_DSCI_BR,90
3514,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,EMP_CCO_ID_MASKED,VARCHAR(50),COLUMN,N,CPS_DSCI_BR,90
3515,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,DELIVERED_THEATER,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,90
3516,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,DC_SEGMENT,VARCHAR(500),COLUMN,N,CPS_DSCI_BR,90
3517,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,BOOKING_CONTRACTS_WITH_ROLE,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,90
3518,DC_METRICS_ORG_WITH_CAM_RULE,VIEW,TOTAL_ALLOCATION_INDICATOR,FLOAT,COLUMN,N,CPS_DSCI_BR,90
3519,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,FISCAL_QTR_SORTED_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,91
3520,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR,91
3521,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,LIVE_DERIVED_CONTRACT_STATUS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_BR,91
3522,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,BOOKINGS,"NUMBER(18,0)",COLUMN,N,CPS_DSCI_BR,91
3523,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,BOOKED_REVENUE_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,91
3524,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,BOOKED_COST_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,91
3525,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,SOURCED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,91
3526,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,TOTAL_BOOKED_COST_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,91
3527,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,TOTAL_BOOKED_REVENUE_USD,FLOAT,COLUMN,N,CPS_DSCI_BR,91
3528,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,TOTAL_BOOKING_CONTRACTS,"NUMBER(18,0)",COLUMN,N,CPS_DSCI_BR,91
3529,DC_METRICS_RENEWAL_EXPIRE_DATE,VIEW,TOTAL_SOURCED_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_BR,91
3530,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,DAYS_BTWN,"NUMBER(9,0)",COLUMN,N,CPS_DSCI_API,92
3531,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,FROM_CONTRACTS,VARCHAR(16777216),COLUMN,N,CPS_DSCI_API,92
3532,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,FROM_CAM_REVENUE_USD,FLOAT,COLUMN,N,CPS_DSCI_API,92
3533,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,FROM_CAM_COST_USD,FLOAT,COLUMN,N,CPS_DSCI_API,92
3534,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,FROM_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_API,92
3535,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,MX_END_DATE_FROM,DATE,COLUMN,N,CPS_DSCI_API,92
3536,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,RENEWED_TO_BOOKING_CONTRACT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_API,92
3537,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,TO_ALLOCATION,FLOAT,COLUMN,N,CPS_DSCI_API,92
3538,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,MIN_START_DATE_TO,DATE,COLUMN,N,CPS_DSCI_API,92
3539,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,TO_CAM_REVENUE_USD,FLOAT,COLUMN,N,CPS_DSCI_API,92
3540,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,TO_CAM_COST_USD,FLOAT,COLUMN,N,CPS_DSCI_API,92
3541,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,RENEWED_TO_QTR,VARCHAR(5000),COLUMN,N,CPS_DSCI_API,92
3542,DC_METRICS_RENEWAL_RENEWED_DATE,VIEW,RENEWED_FROM_QTR,VARCHAR(5000),COLUMN,N,CPS_DSCI_API,92
3543,DC_PRORATED_BOOKINGS,VIEW,SOLD_AS_SERVICE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR,93
