repo_name,function_name,table_name,column_name,file_name
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,SO_NUMBER,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,WARRANTY_END_DATE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_INSTANCE_DETAIL,WARRANTY_TYPE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILLTO_BEGEO_NAME,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILLTO_GU_NAME,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILL_TO_ADDRESS1,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILL_TO_CITY,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILL_TO_COUNTRY,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILL_TO_CUSTOMER_NAME,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILL_TO_ORG_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILL_TO_POSTAL_CODE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILL_TO_SITE_USE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,BILL_TO_STATE_PROV,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,CONTRACT_ATTRIBUTE16,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,CONTRACT_END_DATE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,CONTRACT_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,CONTRACT_INSTALL_GU_COUNT,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,CONTRACT_NUMBER,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,CONTRACT_SCS_CODE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,CONTRACT_START_DATE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,CONTRACT_STS_CODE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,COVERAGE_BEGIN_DATE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,COVERAGE_END_DATE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,COVERAGE_TEMPLATE_DESC,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,EDWSF_SOURCE_DELETED_FLAG,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,SERVICE_BRAND_CODE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,SERVICE_LINE_ID,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,SERVICE_LINE_NAME,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,SERVICE_LINE_STATUS,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAHDR_CORE,SERVICE_LINE_STS_CODE,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAIB_ITEMS,BUSINESS_ENTITY_DESC_TOP,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAIB_ITEMS,BUSINESS_ENTITY_NAME_TOP,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAIB_ITEMS,BUSINESS_UNIT,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAIB_ITEMS,DESCRIPTION,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAIB_ITEMS,EDWSF_SOURCE_DELETED_FLAG,MCE-src.py
act-mce-src-and-prep,extract_mce_core_data,CSF_XXCCS_DS_SAIB_ITEMS,IB_PRODUCT_TYPE,MCE-src.py
